Domain Accession	Domain name	Count	Proteins	Accession proteins
IPR054710	Trichothecene 3-O-acetyltransferase-like, N-terminal	1	['AYT1']	['Q12226']
IPR013861	TMEM115/Pdh1/Rbl19	1	['[]']	['Q12239']
IPR014730	Electron transfer flavoprotein, alpha/beta-subunit, N-terminal	2	['AIM45', 'CIR1']	['Q12480', 'P42940']
IPR014731	Electron transfer flavoprotein, alpha subunit, C-terminal	1	['AIM45']	['Q12480']
IPR022024	Protein of unknown function DUF3602	1	['PAR32']	['Q12515']
IPR053203	Cisplatin resistance-associated protein	1	['PAR32']	['Q12515']
IPR037737	Regulator of phospholipase D Srf1	1	['SRF1']	['Q12516']
IPR054415	Sporulation protein 24	1	['SPO24']	['Q3E752']
IPR028144	Cysteine-rich transmembrane CYSTM domain	4	['[]', '[]', '[]', '[]']	['Q6Q5X2', 'P38216', 'Q03482', 'Q12489']
IPR021772	WDR48/Bun107	1	['DUF1']	['Q99247']
IPR051246	WD repeat-containing protein 48	1	['DUF1']	['Q99247']
IPR004776	Membrane transport PIN-like	4	['ECM3', '[]', '[]', '[]']	['Q99252', 'P38355', 'P54072', 'P53932']
IPR001240	N-(5'phosphoribosyl) anthranilate isomerase (PRAI) domain	1	['TRP1']	['P00912']
IPR016424	Cytochrome B pre-mRNA-processing protein 2	1	['CBP2']	['P03874']
IPR029144	Threonine synthase, N-terminal	1	['THR4']	['P16120']
IPR032974	Polyprenol kinase family	1	['SEC59']	['P20048']
IPR040497	Glucosyltransferase 24, catalytic domain	1	['KRE5']	['P22023']
IPR040692	UGGT, thioredoxin-like domain 3	1	['KRE5']	['P22023']
IPR040694	UGGT, thioredoxin-like domain 2	1	['KRE5']	['P22023']
IPR004853	Sugar phosphate transporter domain	3	['SLY41', '[]', '[]']	['P22215', 'P39542', 'P39542']
IPR025694	Mitochondrial splicing apparatus component MNE1	1	['MNE1']	['P24720']
IPR013886	PI31 proteasome regulator, C-terminal	1	['FUB1']	['P25659']
IPR000529	Small ribosomal subunit protein bS6	1	['MRP17']	['P28778']
IPR022417	Porphobilinogen deaminase, N-terminal	1	['HEM3']	['P28789']
IPR022418	Porphobilinogen deaminase, C-terminal	1	['HEM3']	['P28789']
IPR004193	Glycoside hydrolase, family 13, N-terminal	1	['GLC3']	['P32775']
IPR006048	Alpha-amylase/branching enzyme, C-terminal all beta	1	['GLC3']	['P32775']
IPR010301	Ribosomal RNA processing protein 1	1	['RRP1']	['P35178']
IPR028115	Domain of unknown function DUF4484	1	['ANR2']	['P36090']
IPR009688	Protein FAM210A/B-like domain	1	['NAT2']	['P37293']
IPR026017	Lumazine-binding domain	2	['RIB5', 'RIB5']	['P38145', 'P38145']
IPR038769	Maintenance of telomere capping protein 4	1	['MTC4']	['P38335']
IPR000292	Formate/nitrite transporter	1	['[]']	['P38750']
IPR023584	Ribosome recycling factor domain	1	['RRF1']	['P38771']
IPR040357	Vma22/CCDC115	1	['VMA22']	['P38784']
IPR005595	Translocon-associated protein (TRAP), alpha subunit	1	['IRC22']	['P40006']
IPR008862	T-complex 11	1	['SOK1']	['P40317']
IPR031391	Nucleolar protein Swm2	1	['SWM2']	['P40342']
IPR001229	Jacalin-like lectin domain	1	['[]']	['P40483']
IPR016939	Small ribosomal subunit protein mS23, fungi	1	['RSM25']	['P40496']
IPR053030	Ribosomal biogenesis protein FAF1-like	1	['FAF1']	['P40546']
IPR004469	Phosphoserine phosphatase	1	['SER2']	['P42941']
IPR034247	Rrt5, RNA recognition motif 2	1	['RRT5']	['P43607']
IPR007262	Vps55/LEPROT	1	['VPS55']	['P47111']
IPR022091	TATA element modulatory factor 1, TATA binding	1	['SGM1']	['P47166']
IPR008278	4'-phosphopantetheinyl transferase domain	2	['LYS5', 'PPT2']	['P50113', 'Q12036']
IPR019435	Velum formation protein 1-like	2	['VEL1', '[]']	['P53058', 'Q08910']
IPR021036	Small ribosomal subunit protein mS45	1	['MRPS35']	['P53292']
IPR038814	Altered inheritance of mitochondria protein 11	2	['AIM11', '[]']	['P87275', 'P34224']
IPR018450	Romo1/Mgr2	1	['MGR2']	['Q02889']
IPR018811	MIOREX complex component 11	1	['MRX11']	['Q03079']
IPR050186	Triose Phosphate/Phosphate Translocator	1	['YMD8']	['Q03697']
IPR000271	Large ribosomal subunit protein bL34	1	['[]']	['Q04598']
IPR048248	Eukaryotic translation initiation factor 2D-like, PUA RNA-binding domain	1	['TMA64']	['Q04600']
IPR019365	TVP18/Calcium channel flower	1	['TVP18']	['Q04767']
IPR024645	Mitochondrial export protein Som1	1	['SOM1']	['Q05676']
IPR051668	Autophagy-related protein 33	2	['ATG33', 'SCM4']	['Q06485', 'P32564']
IPR029005	LIM-domain binding protein/SEUSS	1	['MFG1']	['Q07684']
IPR019496	FMR1-interacting protein 1, conserved domain	1	['RSA1']	['Q08932']
IPR037504	[PSI+] induction protein 2	1	['PIN2']	['Q12057']
IPR033118	EXPERA domain	1	['EMA19']	['Q12155']
IPR051402	Ketopantoate Reductase-Related	1	['OSW2']	['Q12202']
IPR010506	DMAP1-binding domain	1	['[]']	['Q12275']
IPR037337	Dip2-like domain	1	['[]']	['Q12275']
IPR007364	Protein arginine N-methyltransferase SFM1-like	1	['SFM1']	['Q12314']
IPR031455	Genetic interactor of prohibitin 5	1	['GEP5']	['Q12393']
IPR035195	ERMES regulator 1	1	['MCO6']	['Q3E828']
IPR021591	YNR034W-A/EGO2	2	['EGO2', '[]']	['Q3E830', 'Q3E841']
IPR044792	Protein TAR1	1	['TAR1']	['Q8TGM6']
IPR007471	N-end aminoacyl transferase, N-terminal	1	['ATE1']	['P16639']
IPR007472	N-end rule aminoacyl transferase, C-terminal	1	['ATE1']	['P16639']
IPR043637	Spo16 protein, N-terminal domain	1	['SPO16']	['P17122']
IPR048323	Spo16 protein, C-terminal	1	['SPO16']	['P17122']
IPR019716	Large ribosomal subunit protein mL53	1	['MRPL44']	['P19956']
IPR042776	Large ribosomal subunit protein mL53, fungi	1	['MRPL44']	['P19956']
IPR000031	PurE domain	1	['ADE2']	['P21264']
IPR003135	ATP-grasp fold, ATP-dependent carboxylate-amine ligase-type	1	['ADE2']	['P21264']
IPR005875	Phosphoribosylaminoimidazole carboxylase, ATPase subunit	1	['ADE2']	['P21264']
IPR044285	Periodic tryptophan protein 1	1	['PWP1']	['P21304']
IPR007817	Isocyanide synthase/Spore wall maturation protein DIT1	1	['DIT1']	['P21623']
IPR000396	Cyclic-AMP phosphodiesterase, class-II	1	['PDE1']	['P22434']
IPR004861	Atypical dual-specificity phosphatase Siw14-like	1	['OCA4']	['P25366']
IPR024671	Autophagy-related protein 22-like	1	['ATG22']	['P25568']
IPR019327	WKF domain	1	['[]']	['P25617']
IPR010591	ATP11	1	['ATP11']	['P32453']
IPR004875	DDE superfamily endonuclease domain	1	['PDC2']	['P32896']
IPR006600	HTH CenpB-type DNA-binding domain	1	['PDC2']	['P32896']
IPR052413	SUR7 domain-containing protein	2	['[]', '[]']	['P34231', 'Q06689']
IPR001515	Large ribosomal subunit protein eL32	1	['RPL32']	['P38061']
IPR026223	Hydroxyacyl-thioester dehydratase type 2	5	['HTD2', 'HTD2', 'HTD2', 'HTD2', 'HTD2']	['P38790', 'P38790', 'P38790', 'P38790', 'P38790']
IPR052741	Mitochondrial Hydroxyacyl-thioester Dehydratase	1	['HTD2']	['P38790']
IPR016087	Chalcone isomerase	2	['AIM46', 'AIM18']	['P38885', 'P38884']
IPR020366	INO80 complex subunit Ies5	1	['IES5']	['P40060']
IPR038910	Proline-rich protein Hua1-like	1	['HUA1']	['P40325']
IPR005828	Major facilitator, sugar transporter-like	1	['[]']	['P40440']
IPR033162	Tubulin-folding cofactor D	1	['CIN1']	['P40987']
IPR044244	Tetratricopeptide repeat protein TTC27/Emw1	1	['EMW1']	['P42842']
IPR051033	SH3 domain-binding glutamic acid-rich protein	1	['[]']	['P43597']
IPR002737	MEMO1 family	1	['MHO1']	['P47085']
IPR005552	Scramblase	1	['AIM25']	['P47140']
IPR018815	Increased loss of mitochondrial DNA protein 1	1	['ILM1']	['P47155']
IPR007205	Protein HGH1 N-terminal	1	['HGH1']	['P48362']
IPR007206	Protein HGH1 C-terminal	1	['HGH1']	['P48362']
IPR014804	Mitochondrial protein Pet20-like	4	['MRX6', 'PET20', 'PET20', 'SUE1']	['P48564', 'Q99373', 'Q99373', 'Q06524']
IPR018822	Uncharacterised protein family UPF0646	1	['RMR1']	['P53060']
IPR004472	Dethiobiotin synthase BioD	1	['BIO4']	['P53630']
IPR028094	Restriction of telomere capping protein 4, C-terminal	1	['RTC4']	['P53850']
IPR019339	CBF1-interacting co-repressor CIR, N-terminal domain	1	['CWC25']	['P53854']
IPR019331	FAM192A/Fyv6, N-terminal	1	['FYV6']	['P53913']
IPR021569	TUG ubiquitin-like domain	1	['UBX4']	['P54730']
IPR022257	10TM putative phosphate transporter, extracellular tail	2	['RSN1', 'PHM7']	['Q03516', 'Q12252']
IPR006001	Carbohydrate kinase, thermoresistant glucokinase	1	['[]']	['Q03786']
IPR019349	Small ribosomal subunit protein mS35, mitochondrial, conserved domain	1	['RSM24']	['Q03976']
IPR038869	Defect at low temperature protein 1	1	['DLT1']	['Q04216']
IPR013929	RNA polymerase II-associated protein 1, C-terminal	1	['RBA50']	['Q04418']
IPR013930	RNA polymerase II-associated protein 1, N-terminal	1	['RBA50']	['Q04418']
IPR051380	Fungal pH-response regulator palI/RIM9	2	['RIM9', '[]']	['Q04734', 'Q08157']
IPR010107	Glutamate decarboxylase	1	['GAD1']	['Q04792']
IPR038744	Hri1, N-terminal	1	['HRI1']	['Q05905']
IPR007248	Mpv17/PMP22	2	['SYM1', '[]']	['Q06563', 'Q08743']
IPR009580	GPI biosynthesis protein Pig-F	1	['GPI11']	['Q06636']
IPR014839	Ribonucleotide reductase, transcriptional regulator Crt10	2	['CRT10', 'CRT10']	['Q08226', 'Q08226']
IPR024318	Negative regulator of Ofd1/Enhancer of translation termination 1	1	['ETT1']	['Q08421']
IPR002306	Tryptophan-tRNA ligase	1	['WRS1']	['Q12109']
IPR053060	Cytokinesis Signaling Regulator	1	['RGL1']	['Q12194']
IPR002745	Phosphotransferase KptA/Tpt1	1	['TPT1']	['Q12272']
IPR018307	AVL9/DENND6 domain	1	['AVL9']	['Q12500']
IPR003754	Tetrapyrrole biosynthesis, uroporphyrinogen III synthase	1	['HEM4']	['P06174']
IPR003099	Prephenate dehydrogenase	1	['TYR1']	['P20049']
IPR012965	Meiotically up-regulated protein Msb1/Mug8 domain	1	['MSB1']	['P21339']
IPR033421	Rit1, DUSP-like domain	1	['RIT1']	['P23796']
IPR033449	Rit1, N-terminal domain	1	['RIT1']	['P23796']
IPR007718	Srp40, C-terminal	1	['SRP40']	['P32583']
IPR013943	Mitochondrial protein Pet127	1	['PET127']	['P32606']
IPR053937	GOST, seven transmembrane domain	2	['PTM1', '[]']	['P32857', 'P38745']
IPR053938	PTM1-like, N-terminal domain	2	['PTM1', '[]']	['P32857', 'P38745']
IPR035349	Meiotic recombination protein Rec104	1	['REC104']	['P33323']
IPR002767	Thiamine-binding protein	1	['ECM15']	['P35195']
IPR042403	Spt21/Ams2	1	['SPT21']	['P35209']
IPR012882	Putative redox protein Fmp46	1	['FMP46']	['P36141']
IPR012420	Cbp4	1	['CBP4']	['P37267']
IPR039454	Mitochondrial outer membrane protein OM14	1	['OM14']	['P38325']
IPR051008	Telomere Capping Maintenance Protein	1	['MTC6']	['P38849']
IPR041823	YHR202W-like, N-terminal metallophosphatase domain	1	['[]']	['P38887']
IPR053828	Putative 5'-nucleotidase, C-terminal domain	1	['[]']	['P38887']
IPR018625	Protein Pet100	1	['PET100']	['P38958']
IPR039301	Protein Sip5/DA2	1	['SIP5']	['P40210']
IPR013940	Meiosis specific protein Spo22/ZIP4/TEX11	1	['SPO22']	['P40511']
IPR039057	Sporulation-specific protein 22/ZIP4	1	['SPO22']	['P40511']
IPR034627	Increased recombination centres protein 6	1	['IRC6']	['P43615']
IPR040722	Hit1, C-terminal	1	['HIT1']	['P46973']
IPR029427	Altered inheritance of mitochondria protein 23, mitochondrial	1	['AIM23']	['P47015']
IPR020164	Cytochrome c oxidase assembly protein COX16	1	['COX16']	['P47081']
IPR002838	Mitochondrial biogenesis protein AIM24	1	['AIM24']	['P47127']
IPR004136	Nitronate monooxygenase	1	['[]']	['P47177']
IPR045478	Exportin-5, C-terminal domain	1	['MSN5']	['P52918']
IPR013219	Small ribosomal subunit protein mS33	1	['RSM27']	['P53305']
IPR026777	Plasma membrane fusion protein PRM1	1	['PRM1']	['P53835']
IPR051150	SWT21/TCAB1 mRNA Splicing and Telomere Maintenance	1	['SWT21']	['P53873']
IPR000307	Small ribosomal subunit protein bS16	1	['MRPS16']	['Q02608']
IPR022780	Dynein family light intermediate chain	1	['DYN3']	['Q04949']
IPR026705	Hid-1/Ecm30	1	['ECM30']	['Q06673']
IPR013951	Histone deacetylation protein Rxt3	2	['RXT3', 'RXT3']	['Q07458', 'Q07458']
IPR034543	Long chronological lifespan protein 2	1	['LCL2']	['Q08045']
IPR008493	Hikeshi-like, N-terminal domain	1	['OPI10']	['Q08202']
IPR048364	Hikeshi-like, C-terminal domain	1	['OPI10']	['Q08202']
IPR008476	Protein PBDC1, metazoa/fungi	1	['[]']	['Q08971']
IPR051222	Pentatricopeptide/CCM1 RNA-binding	1	['AEP3']	['Q12089']
IPR013730	Fyv7/TAP26	1	['FYV7']	['Q12247']
IPR021463	Putative SAM-dependent methyltransferase	1	['BMT6']	['Q12291']
IPR007603	Choline transporter-like	1	['PNS1']	['Q12412']
IPR045336	MmgE/PrpD, N-terminal	1	['PDH1']	['Q12428']
IPR045337	MmgE/PrpD, C-terminal	1	['PDH1']	['Q12428']
IPR029482	Putative peptidase domain, HRXXH	1	['ZPS1']	['Q12512']
IPR007014	FUN14	1	['FUN14']	['P18411']
IPR031778	Sortilin, N-terminal	3	['[]', '[]', '[]']	['P25607', 'P53751', 'P25606']
IPR012917	Protein of unknown function DUF3294	1	['MRP8']	['P35719']
IPR003788	Protein arginine methyltransferase NDUFAF7	1	['[]']	['P36052']
IPR006353	HAD-superfamily hydrolase, subfamily IIA, CECR5	1	['[]']	['P36151']
IPR019448	NT-type C2 domain	1	['[]']	['P38177']
IPR004910	Yippee/Mis18/Cereblon	1	['MOH1']	['P38191']
IPR019434	Domain of unknown function DUF2423	1	['[]']	['P38202']
IPR018852	Protein of unknown function DUF2456	1	['[]']	['P38740']
IPR051035	Mitochondrial inheritance protein 9	1	['AIM9']	['P40053']
IPR003226	Metal-dependent protein hydrolase	1	['[]']	['P40093']
IPR052061	Post-transcriptional expression and antimicrobial biosynthesis protein	1	['FMP10']	['P40098']
IPR035187	Mitochondrial peculiar membrane protein 1	1	['MPM1']	['P40364']
IPR000210	BTB/POZ domain	4	['[]', '[]', '[]', '[]']	['P40560', 'P40560', 'Q03900', 'Q12259']
IPR035715	Metallothionein-like protein Crs5	1	['CRS5']	['P41902']
IPR010619	Threonine/serine exporter-like, N-terminal domain	2	['PRM10', '[]']	['P42946', 'P42947']
IPR024528	Threonine/Serine exporter, ThrE	1	['PRM10']	['P42946']
IPR031804	Domain of unknown function DUF4743	1	['[]']	['P47173']
IPR048300	TACO1/YebC-like, second and third domains	1	['[]']	['P53212']
IPR049083	TACO1/YebC-like, N-terminal domain	1	['[]']	['P53212']
IPR018838	5'-3' DNA helicase ZGRF1-like, N-terminal domain	1	['[]']	['P53227']
IPR035278	Protein of unknown function DUF5355	1	['[]']	['P53272']
IPR003750	Putative RNA methyltransferase	2	['[]', '[]']	['P53336', 'Q04867']
IPR031777	Sortilin, C-terminal	2	['[]', '[]']	['P53751', 'P25657']
IPR001453	MoaB/Mog domain	1	['[]']	['Q03219']
IPR018809	Protein of unknown function DUF2406	2	['[]', '[]']	['Q03559', 'P53329']
IPR014841	Rad33	1	['RAD33']	['Q04231']
IPR021475	Plasticity-Associated Neural Transcript Short/Early meiotic induction protein 1-like	1	['EMI1']	['Q04406']
IPR047092	Subtelomeric hrmA-associated cluster protein AFUB_079030/YDR124W-like, helical bundle domain	1	['[]']	['Q04608']
IPR048462	YDR124W, N-terminal domain	1	['[]']	['Q04608']
IPR004104	Gfo/Idh/MocA-like oxidoreductase, C-terminal	1	['[]']	['Q04869']
IPR025124	Gag1-like, clamp domain	1	['[]']	['Q06070']
IPR053969	Gag1-like, lock domain	1	['[]']	['Q06070']
IPR025423	TMEM205-like	1	['[]']	['Q06089']
IPR019334	Transmembrane protein 170	1	['[]']	['Q06537']
IPR014843	Protein Him1/Fmp52	2	['HIM1', 'FMP52']	['Q06674', 'P40008']
IPR031349	General transcription factor TFIIH, subunit Tfb6	1	['[]']	['Q08816']
IPR038921	Uncharacterized protein YOR389W-like	3	['[]', '[]', '[]']	['Q08912', 'Q08989', 'Q08990']
IPR022127	Store-operated calcium entry regulator STIMATE/YPL162C	1	['[]']	['Q12042']
IPR031427	Protein of unknown function DUF4668	5	['[]', '[]', '[]', '[]', '[]']	['Q12346', 'Q07986', 'Q08974', 'P40500', 'P40538']
IPR027179	Mature-T-Cell Proliferation I type	1	['CMC4']	['Q3E7A9']
IPR052997	ART2/RRT15 domain-containing protein	2	['RRT15', 'ART2']	['Q3E811', 'Q8TGM7']
IPR019156	Ataxin-10 domain	1	['CTR86']	['P25355']
IPR051637	Ankyrin repeat domain-containing protein 49	1	['[]']	['P25631']
IPR008584	CXXC motif containing zinc binding protein, eukaryotic	1	['[]']	['P25654']
IPR040324	WD repeat-containing protein WDR44/Dgr2	2	['DGR2', '[]']	['P32330', 'Q03177']
IPR015942	Asp/Glu/hydantoin racemase	1	['DCG1']	['P32460']
IPR013952	Protein of unknown function DUF1776, fungi	1	['YSC83']	['P32792']
IPR013658	SMP-30/Gluconolactonase/LRE-like region	1	['[]']	['P38235']
IPR013863	Vacuolar import/degradation Vid27, C-terminal	1	['VID27']	['P40157']
IPR040768	Vid27, PH-like domain	1	['VID27']	['P40157']
IPR040979	Vid27, N-terminal	1	['VID27']	['P40157']
IPR008816	Glycine zipper 2TM domain	1	['[]']	['P40159']
IPR038816	Stationary phase protein 5	1	['SPG5']	['P42933']
IPR026248	Protein Fyv8	6	['FYV8', 'FYV8', 'FYV8', 'FYV8', 'FYV8', 'FYV8']	['P46949', 'P46949', 'P46949', 'P46949', 'P46949', 'P46949']
IPR029002	Phospholipase C/D	1	['[]']	['P47014']
IPR008775	Phytanoyl-CoA dioxygenase-like	1	['[]']	['P47181']
IPR018823	Putative ER transporter, 6TM, N-terminal	1	['[]']	['P53120']
IPR049453	Integral membrane bound transporter domain	1	['[]']	['P53120']
IPR016564	Uncharacterised conserved protein UCP010056	1	['[]']	['P53209']
IPR024624	Pyridoxamine 5'-phosphate oxidase, Alr4036 family, FMN-binding domain	1	['[]']	['P53210']
IPR055100	LYC1, C-terminal domain	1	['[]']	['P53265']
IPR018946	PhoD-like phosphatase, metallophosphatase domain	1	['[]']	['P53326']
IPR043904	PhoD-like phosphatase	1	['[]']	['P53326']
IPR020301	MIOREX complex component 7	1	['MRX7']	['P53869']
IPR051009	Pheromone-regulated membrane protein	3	['[]', 'CSI2', 'PRM5']	['P53947', 'Q08054', 'P40476']
IPR039328	WD repeat-containing protein 89	1	['[]']	['P53962']
IPR024242	Non-classical export protein 1	1	['NCE101']	['Q02820']
IPR012550	Protein of unknown function DUF1706	1	['IRC4']	['Q03036']
IPR041694	Oxidoreductase, N-terminal domain	1	['[]']	['Q03102']
IPR052225	Serine/arginine repetitive matrix	1	['JIP4']	['Q03361']
IPR018812	Swiss Army Knife RNA repair protein, HAD domain	1	['[]']	['Q03508']
IPR052564	Putative N-acetyltransferase and recombination-associated protein	3	['[]', 'IRC11', '[]']	['Q04170', 'Q12479', 'Q12351']
IPR048519	Gfd2/YDR514C-like, C-terminal domain	2	['[]', 'GFD2']	['Q04408', 'P25370']
IPR025239	Domain of unknown function DUF4187	1	['[]']	['Q06152']
IPR002925	Dienelactone hydrolase	2	['[]', 'AIM2']	['Q07505', 'P39721']
IPR039559	Altered inheritance of mitochondria protein 6, PI-PLC-like catalytic domain	1	['AIM6']	['Q07716']
IPR018828	Required for respiratory growth protein 7, mitochondrial	1	['RRG7']	['Q08774']
IPR002733	AMMECR1 domain	1	['[]']	['Q12012']
IPR033775	Protein of unknown function (DUF5137)	1	['[]']	['P0CT86']
IPR031443	Mitochondrial biogenesis regulation protein 1	3	['MBR1', 'ISF1', 'ISF1']	['P23493', 'P32488', 'P32488']
IPR050849	HAD-like hydrolase superfamily phosphatase	1	['CTO1']	['P25616']
IPR018825	Domain of unknown function DUF2427	1	['[]']	['P25639']
IPR018827	Protein YTP1-like, C-terminal	2	['[]', 'YTP1']	['P25639', 'P53584']
IPR052292	Glucose repression regulatory protein	2	['[]', '[]']	['P36025', 'P36155']
IPR038919	Stb2/Stb6	2	['STB6', 'STB2']	['P36085', 'P46679']
IPR018794	Uncharacterised protein family UPF0538	1	['AIM29']	['P36154']
IPR046624	Secreted protein CSS2, C-terminal domain	2	['[]', 'CSS2']	['P40049', 'P43600']
IPR012470	PDR1 up-regulated protein 1-like	1	['[]']	['P40508']
IPR024688	Maltose/galactoside acetyltransferase domain	1	['[]']	['P40892']
IPR009784	Protein of unknown function DUF1349	1	['REE1']	['P40893']
IPR019447	DNA/RNA-binding protein Kin17, WH-like domain	1	['RTS2']	['P40962']
IPR013646	Obg-like GTPase YGR210-like, G4 motif-containing domain	1	['[]']	['P42942']
IPR018786	Mitochondrial K+-H+ exchange-related	1	['[]']	['P48569']
IPR004813	Oligopeptide transporter, OPT superfamily	1	['[]']	['P53134']
IPR014623	Transcription factor TFIIIC subunit Tfc7/tau55	1	['[]']	['P53929']
IPR039786	Protein EFR3	1	['EFR3']	['Q03653']
IPR002836	PDCD5-like	1	['[]']	['Q04773']
IPR013887	Uncharacterised protein family UPF0592	1	['[]']	['Q07454']
IPR053245	Mitochondrial Process-Associated	1	['FMP25']	['Q08023']
IPR025183	Domain of unknown function DUF4110	1	['KEL3']	['Q08979']
IPR053092	Mitochondrial uncharacterized protein	1	['[]']	['Q12082']
IPR007513	Small EDRK-rich factor-like, N-terminal	1	['[]']	['Q3E7B7']
IPR051363	RIG-I-like Receptor (RLR) Helicase	2	['[]', '[]']	['Q7M4S9', 'P38900']
IPR037738	Protein Ecm13-like	2	['ECM13', '[]']	['P38195', 'P47152']
IPR052945	Mitotic Progression Regulator	1	['DSF2']	['P38213']
IPR035283	Protein Fmp23	1	['FMP23']	['P38231']
IPR028012	Transcription regulator Rua1, C-terminal	1	['ECM8']	['P38246']
IPR051490	THEM6/lcsJ thioesterase	1	['[]']	['P38256']
IPR010580	Stress-associated endoplasmic reticulum protein	1	['YSY6']	['P38374']
IPR038872	Putative glutathione transferase 3	1	['GTT3']	['P39996']
IPR031404	Regulator of rDNA transcription 14	1	['RRT14']	['P40470']
IPR004043	LCCL domain	1	['[]']	['P40514']
IPR051645	PER33/POM33 transmembrane regulator	1	['[]']	['P53217']
IPR016520	Uncharacterised conserved protein UCP007778	1	['[]']	['P53270']
IPR022036	Protein of unknown function DUF3605	1	['[]']	['Q02754']
IPR031568	Protein Pet117, mitochondrial	1	['PET117']	['Q02771']
IPR054491	Mannosylglycerate hydrolase MGH1-like, glycoside hydrolase domain	2	['[]', '[]']	['Q04336', 'Q04336']
IPR025187	Protein of unknown function DUF4112	1	['[]']	['Q06170']
IPR014770	Munc13 homology 1	1	['[]']	['Q08748']
IPR014772	Mammalian uncoordinated homology 13, domain 2	1	['[]']	['Q08748']
IPR005016	Serine incorporator/TMS membrane protein	1	['TMS1']	['Q12116']
IPR018647	Schlafen group 3-like, DNA/RNA helicase domain	1	['[]']	['Q12179']
IPR045159	WD repeat-containing protein DCAF7-like	1	['[]']	['Q12523']
IPR019034	Uncharacterised protein family UPF0390	1	['[]']	['Q3E747']
IPR031459	Cytochrome c oxidase assembly factor 2	1	['COA2']	['Q3E823']
IPR013203	Leader peptide, Arg-2/CPA1	1	['[]']	['P08521']
IPR052228	Secondary Metabolite Biosynthesis Oxidoreductase	1	['[]']	['P34251']
IPR005624	Corrinoid adenosyltransferase PduO/GlcC-like	1	['[]']	['P38276']
IPR010371	YBR137W-like	1	['[]']	['P38276']
IPR004752	AmpG-like permease/Acetyl-coenzyme A transporter 1	2	['[]', '[]']	['P38318', 'P38317']
IPR001533	Pterin 4 alpha carbinolamine dehydratase	1	['[]']	['P38744']
IPR001806	Small GTPase	1	['[]']	['P38763']
IPR006838	ADTRP/AIG1	1	['[]']	['P38842']
IPR031388	Topoisomerase I damage affected protein 11	1	['TDA11']	['P38854']
IPR035303	Protein of unknown function DUF5364	1	['[]']	['P40022']
IPR019419	Altered inheritance of mitochondria protein 19	1	['AIM19']	['P40502']
IPR005269	Cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG	1	['[]']	['P47044']
