	Domain name	Count	Proteins
IPR040463	['BAP29/BAP31, transmembrane domain']	3	['YET1', 'YET3', 'YET2']
IPR000631	['ATP/ADP-dependent (S)-NAD(P)H-hydrate dehydratase']	1	['NNR2']
IPR029479	['Nitroreductase']	2	['FRM2', 'HBN1']
IPR032677	['GTP cyclohydrolase II']	1	['RIB1']
IPR002589	['Macro domain']	2	['POA1', '[]']
IPR011422	['BRCA1-associated 2/ETP1, RRM']	1	['ETP1']
IPR022310	['NAD/GMP synthase']	1	['QNS1']
IPR006169	['GTP1/OBG domain']	1	['MTG2']
IPR040707	['Phosphoribosylformylglycinamidine synthase, N-terminal']	1	['ADE6']
IPR041609	['Phosphoribosylformylglycinamidine synthase, linker domain']	1	['ADE6']
IPR015878	['S-adenosyl-L-homocysteine hydrolase, NAD binding domain']	1	['SAH1']
IPR040746	['THO1_MOS11, C-terminal domain']	1	['THO1']
IPR025481	['Cell morphogenesis protein C-terminal']	1	['TAO3']
IPR025614	['Cell morphogenesis protein N-terminal']	1	['TAO3']
IPR029473	['Cell morphogenesis central region']	3	['TAO3', 'TAO3', 'TAO3']
IPR004342	['EXS, C-terminal']	2	['SYG1', 'ERD1']
IPR005326	['Plectin/eS10, N-terminal']	2	['RPS10B', 'RPS10A']
IPR007365	['Transferrin receptor-like, dimerisation domain']	3	['VPS70', 'TRE2', 'TRE1']
IPR045462	['Aminoacyl-tRNA synthetase, class I, anticodon-binding']	1	['MSE1']
IPR007557	['PSP1, C-terminal']	2	['PSP1', '[]']
IPR016071	['Staphylococcal nuclease (SNase-like), OB-fold']	1	['LCL3']
IPR000967	['Zinc finger, NF-X1-type']	8	['FAP1', 'FAP1', 'FAP1', 'FAP1', 'FAP1', 'FAP1', 'FAP1', 'FAP1']
IPR001374	['R3H domain']	2	['FAP1', 'RBS1']
IPR013528	['Hydroxymethylglutaryl-coenzyme A synthase, N-terminal']	1	['ERG13']
IPR013746	['Hydroxymethylglutaryl-coenzyme A synthase, C-terminal domain']	1	['ERG13']
IPR000965	['GPR domain']	1	['PRO2']
IPR013752	['Ketopantoate reductase, C-terminal domain']	5	['SVL3', 'CBS2', 'PAM1', 'PAN5', '[]']
IPR049629	['DPY30/SDC1, dimerization/docking domain']	1	['SDC1']
IPR024253	['Phosducin, thioredoxin-like domain']	1	['PLP1']
IPR028071	['Macro-like domain']	1	['[]']
IPR015158	['Bud22 domain']	1	['BUD22']
IPR002156	['Ribonuclease H domain']	1	['RNH1']
IPR011320	['Ribonuclease H1, N-terminal']	2	['RNH1', 'RNH1']
IPR032282	['Hydroxyacylglutathione hydrolase, C-terminal domain']	2	['GLO2', 'GLO4']
IPR049044	['RIF2, ASCE domain']	1	['RIF2']
IPR049045	['RIF2, AAA+ lid domain']	1	['RIF2']
IPR003864	['CSC1/OSCA1-like, 7TM region']	4	['CSC1', 'SPO75', 'RSN1', 'PHM7']
IPR027815	['CSC1/OSCA1-like, cytosolic domain']	3	['CSC1', 'RSN1', 'PHM7']
IPR032880	['CSC1/OSCA1-like, N-terminal transmembrane domain']	4	['CSC1', 'SPO75', 'RSN1', 'PHM7']
IPR005031	['Coenzyme Q-binding protein COQ10, START domain']	1	['COQ10']
IPR006140	['D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain']	4	['FDH1', '[]', '[]', 'FDH2']
IPR003603	"[""U2A'/phosphoprotein 32 family A, C-terminal""]"	1	['LEA1']
IPR019413	['DSC E3 ubiquitin ligase complex subunit 3, ubiquitin-like domain']	1	['DSC3']
IPR025390	['DSC E3 ubiquitin ligase complex subunit 3, C-terminal']	1	['DSC3']
IPR049014	['Transcriptional protein SWT1, C-terminal domain']	1	['SWT1']
IPR008011	['Complex 1 LYR protein domain']	2	['SDH6', 'ISD11']
IPR029419	['Argininosuccinate lyase, C-terminal']	1	['ARG4']
IPR015866	['Serine-tRNA synthetase, type1, N-terminal']	1	['SES1']
IPR033729	['Serine-tRNA ligase catalytic core domain']	1	['SES1']
IPR023573	['Large ribosomal subunit protein eL20 domain']	2	['RPL20A', 'RPL20B']
IPR005122	['Uracil-DNA glycosylase-like']	1	['UNG1']
IPR004467	['Orotate phosphoribosyl transferase domain']	2	['URA5', 'URA10']
IPR002500	['Phosphoadenosine phosphosulphate reductase']	2	['MET16', 'FAD1']
IPR000409	['BEACH domain']	1	['BPH1']
IPR023362	['PH-BEACH domain']	1	['BPH1']
IPR000742	['EGF-like domain']	1	['ADP1']
IPR002049	['Laminin-type EGF domain']	1	['ADP1']
IPR005036	['CBM21 (carbohydrate binding type-21) domain']	4	['GAC1', 'GIP2', 'PIG2', 'PIG1']
IPR002821	['Hydantoinase A/oxoprolinase']	1	['OXP1']
IPR003692	['Hydantoinase B/oxoprolinase']	1	['OXP1']
IPR008040	['Hydantoinase/oxoprolinase, N-terminal']	1	['OXP1']
IPR049517	['Acetophenone carboxylase-like, C-terminal domain']	1	['OXP1']
IPR044136	['Lysine-tRNA ligase, class II, N-terminal']	1	['MSK1']
IPR003169	['GYF domain']	3	['SMY2', 'LIN1', 'SYH1']
IPR004098	['Prp18']	1	['PRP18']
IPR007287	['Sof1-like protein']	1	['SOF1']
IPR012955	['CASP, C-terminal']	1	['COY1']
IPR025715	['Chromatin target of PRMT1 protein, C-terminal']	1	['YRA2']
IPR029188	['Ribosomal RNA-processing protein 14, N-terminal']	1	['RRP14']
IPR029190	['Ribosomal RNA-processing protein 14/surfeit locus protein 6, C-terminal domain']	1	['RRP14']
IPR027794	['tRNase Z endonuclease']	1	['TRZ1']
IPR031488	['GATOR2 complex protein MIO, zinc-ribbon like domain']	1	['SEA4']
IPR049092	['MIOS-like, alpha-solenoid domain']	1	['SEA4']
IPR001674	['GMP synthase, C-terminal']	1	['GUA1']
IPR004739	['GMP synthase, glutamine amidotransferase']	1	['GUA1']
IPR007193	['Up-frameshift suppressor 2, C-terminal']	1	['NMD2']
IPR007865	['Aminopeptidase P, N-terminal']	2	['ICP55', '[]']
IPR006880	['INO80 complex subunit B-like conserved region']	1	['IES2']
IPR004089	['Methyl-accepting chemotaxis protein (MCP) signalling domain']	1	['CSS1']
IPR007009	['Shq1, C-terminal domain']	1	['SHQ1']
IPR020598	['Ribosomal RNA adenine methylase transferase, N-terminal']	1	['DIM1']
IPR024660	['UNC-45/Cro1/She4, central domain']	1	['SHE4']
IPR010776	['Homologous-pairing protein 2, winged helix domain']	1	['HOP2']
IPR002483	['PWI domain']	1	['SNU71']
IPR007949	['SDA1, middle domain']	1	['SDA1']
IPR012977	['SDA1, N-terminal']	1	['SDA1']
IPR048292	['SDA1, C-terminal domain']	1	['SDA1']
IPR032678	['tRNA synthetases class I, catalytic domain']	1	['[]']
IPR019473	['Transcription factor TFIID, subunit 8, C-terminal']	1	['TAF8']
IPR002190	['MAGE homology domain']	1	['NSE3']
IPR019024	['Ribonuclease H2 subunit B, wHTH domain']	1	['RNH202']
IPR041195	['Rnh202, triple barrel domain']	1	['RNH202']
IPR019409	['FMP27, sixth RBG unit']	2	['FMP27', 'HOB2']
IPR019415	['FMP27, SW motif-containing RBG unit']	2	['FMP27', 'HOB2']
IPR019439	['FMP27/BLTP2, N-terminal']	1	['FMP27']
IPR019441	['FMP27/BLTP2/Hobbit, GFWDK motif-containing RBG unit']	2	['FMP27', 'HOB2']
IPR019443	['BLTP2/FMP27/Hobbit, C-terminal']	3	['FMP27', 'FMP27', 'HOB2']
IPR019449	['FMP27, WPPW motif-containing RBG unit']	2	['FMP27', 'HOB2']
IPR000587	['Creatinase, N-terminal']	1	['FRA1']
IPR032416	['Peptidase M24, C-terminal domain']	1	['FRA1']
IPR014810	['Fcf2 pre-rRNA processing, C-terminal']	1	['FCF2']
IPR032190	['Niemann-Pick C1, N-terminal']	1	['NCR1']
IPR013665	['Sfi1 spindle body']	1	['SFI1']
IPR018907	['Spindle body associated protein, C-terminal domain']	1	['SFI1']
IPR019481	['Transcription factor TFIIIC, triple barrel domain']	1	['TFC7']
IPR031550	['Rad61, Wapl domain']	1	['RAD61']
IPR013115	['Histidine biosynthesis HisG, C-terminal']	1	['HIS1']
IPR013820	['ATP phosphoribosyltransferase, catalytic domain']	1	['HIS1']
IPR033728	['Threonine-tRNA ligase catalytic core domain']	1	['MST1']
IPR006142	['Intein']	1	['HO']
IPR007320	['Programmed cell death protein 2, C-terminal']	1	['TSR4']
IPR015908	['Allantoicase domain']	2	['DAL2', 'DAL2']
IPR008913	['Zinc finger, CHY-type']	1	['HOT13']
IPR006683	['Thioesterase domain']	1	['MRX3']
IPR048952	['Asparagine--tRNA ligase, N-terminal domain']	1	['DED81']
IPR016061	['Proline-tRNA ligase, class II, C-terminal']	1	['[]']
IPR005645	['Serine hydrolase domain']	3	['FSH1', 'FSH2', 'FSH3']
IPR013332	['Ketopantoate reductase, N-terminal domain']	2	['PAN5', '[]']
IPR019181	['LSM12, anticodon-binding domain']	1	['LSM12']
IPR008659	['Yeast cell wall synthesis Kre9/Knh1, C-terminal']	2	['KRE9', 'KNH1']
IPR018466	['Yeast cell wall synthesis Kre9/Knh1-like, N-terminal']	2	['KRE9', 'KNH1']
IPR010033	['HAD-superfamily phosphatase, subfamily IIIC']	1	['[]']
IPR044435	['Set3/4, SET domain']	1	['SET4']
IPR033708	['Isoleucyl tRNA synthetase type 1, anticodon-binding domain']	1	['ISM1']
IPR004114	['THUMP domain']	1	['TAN1']
IPR019328	['GPI-GlcNAc transferase complex, PIG-H component, conserved domain']	1	['GPI15']
IPR006551	"[""Polynucleotide 3'-phosphatase""]"	1	['TPP1']
IPR000620	['EamA domain']	5	['THI74', '[]', '[]', '[]', '[]']
IPR012942	['SRR1-like domain']	1	['BER1']
IPR000782	['FAS1 domain']	4	['[]', '[]', '[]', '[]']
IPR029228	['Alkyl sulfatase dimerisation domain']	1	['BDS1']
IPR029229	['Alkyl sulfatase, C-terminal']	1	['BDS1']
IPR003615	['HNH nuclease']	2	['AI2', 'AI1']
IPR024937	['Domain X']	2	['AI2', 'AI1']
IPR011613	['GH15-like domain']	1	['SGA1']
IPR019156	['Ataxin-10 domain']	1	['CTR86']
IPR001086	['Prephenate dehydratase']	1	['PHA2']
IPR002744	['MIP18 family-like']	1	['[]']
IPR004771	['K+/H+ exchanger']	1	['KHA1']
IPR003734	['Domain of unknown function DUF155']	3	['RMD8', 'RMD1', 'MRX10']
IPR003779	['Carboxymuconolactone decarboxylase-like']	1	['PXP2']
IPR044399	['Myoglobin-like, M family globin domain']	1	['[]']
IPR025210	['ATP25 mRNA stabilisation domain']	1	['ATP25']
IPR019605	['Misato Segment II tubulin-like domain']	1	['DML1']
IPR029209	['DML1/Misato, tubulin domain']	1	['DML1']
IPR012935	['Zinc finger, C3HC-like']	1	['PML39']
IPR031731	['IMS import disulfide relay-system, CHCH-CHCH-like Cx9C']	2	['MIX14', 'MIX14']
IPR030393	['EngB-type guanine nucleotide-binding (G) domain']	1	['MRX8']
IPR018820	['Brefeldin A sensitivity protein-related, domain of unknown function DUF2421']	1	['BRE4']
IPR043476	['Yro2-like, 7TM domain']	3	['MRH1', 'HSP30', 'YRO2']
IPR014730	['Electron transfer flavoprotein, alpha/beta-subunit, N-terminal']	2	['AIM45', 'CIR1']
IPR014731	['Electron transfer flavoprotein, alpha subunit, C-terminal']	1	['AIM45']
IPR001240	"[""N-(5'phosphoribosyl) anthranilate isomerase (PRAI) domain""]"	1	['TRP1']
IPR029144	['Threonine synthase, N-terminal']	1	['THR4']
IPR040497	['Glucosyltransferase 24, catalytic domain']	1	['KRE5']
IPR040692	['UGGT, thioredoxin-like domain 3']	1	['KRE5']
IPR040694	['UGGT, thioredoxin-like domain 2']	1	['KRE5']
IPR004853	['Sugar phosphate transporter domain']	3	['SLY41', '[]', '[]']
IPR013886	['PI31 proteasome regulator, C-terminal']	1	['FUB1']
IPR022417	['Porphobilinogen deaminase, N-terminal']	1	['HEM3']
IPR022418	['Porphobilinogen deaminase, C-terminal']	1	['HEM3']
IPR004193	['Glycoside hydrolase, family 13, N-terminal']	1	['GLC3']
IPR006048	['Alpha-amylase/branching enzyme, C-terminal all beta']	1	['GLC3']
IPR028115	['Domain of unknown function DUF4484']	1	['ANR2']
IPR009688	['Protein FAM210A/B-like domain']	1	['NAT2']
IPR026017	['Lumazine-binding domain']	2	['RIB5', 'RIB5']
IPR023584	['Ribosome recycling factor domain']	1	['RRF1']
IPR019098	['Histone chaperone domain CHZ']	1	['CHZ1']
IPR001229	['Jacalin-like lectin domain']	1	['[]']
IPR034247	['Rrt5, RNA recognition motif 2']	1	['RRT5']
IPR022091	['TATA element modulatory factor 1, TATA binding']	1	['SGM1']
IPR008278	"[""4'-phosphopantetheinyl transferase domain""]"	2	['LYS5', 'PPT2']
IPR041366	['Pre-PUA domain']	2	['TMA64', 'TMA20']
IPR048248	['Eukaryotic translation initiation factor 2D-like, PUA RNA-binding domain']	1	['TMA64']
IPR019496	['FMR1-interacting protein 1, conserved domain']	1	['RSA1']
IPR003172	['MD-2-related lipid-recognition domain']	1	['NPC2']
IPR007471	['N-end aminoacyl transferase, N-terminal']	1	['ATE1']
IPR007472	['N-end rule aminoacyl transferase, C-terminal']	1	['ATE1']
IPR043637	['Spo16 protein, N-terminal domain']	1	['SPO16']
IPR048323	['Spo16 protein, C-terminal']	1	['SPO16']
IPR000031	['PurE domain']	1	['ADE2']
IPR003135	['ATP-grasp fold, ATP-dependent carboxylate-amine ligase-type']	1	['ADE2']
IPR005875	['Phosphoribosylaminoimidazole carboxylase, ATPase subunit']	1	['ADE2']
IPR004875	['DDE superfamily endonuclease domain']	1	['PDC2']
IPR006600	['HTH CenpB-type DNA-binding domain']	1	['PDC2']
IPR016087	['Chalcone isomerase']	2	['AIM46', 'AIM18']
IPR048517	['DENR, N-terminal domain']	1	['TMA22']
IPR007205	['Protein HGH1 N-terminal']	1	['HGH1']
IPR007206	['Protein HGH1 C-terminal']	1	['HGH1']
IPR028094	['Restriction of telomere capping protein 4, C-terminal']	1	['RTC4']
IPR019339	['CBF1-interacting co-repressor CIR, N-terminal domain']	1	['CWC25']
IPR019331	['FAM192A/Fyv6, N-terminal']	1	['FYV6']
IPR021569	['TUG ubiquitin-like domain']	1	['UBX4']
IPR004521	['Uncharacterised domain CHP00451']	1	['TMA20']
IPR022257	['10TM putative phosphate transporter, extracellular tail']	2	['RSN1', 'PHM7']
IPR019349	['Small ribosomal subunit protein mS35, mitochondrial, conserved domain']	1	['RSM24']
IPR013929	['RNA polymerase II-associated protein 1, C-terminal']	1	['RBA50']
IPR013930	['RNA polymerase II-associated protein 1, N-terminal']	1	['RBA50']
IPR038744	['Hri1, N-terminal']	1	['HRI1']
IPR006571	['TLDc domain']	2	['OXR1', 'RTC5']
IPR018307	['AVL9/DENND6 domain']	1	['AVL9']
IPR003754	['Tetrapyrrole biosynthesis, uroporphyrinogen III synthase']	1	['HEM4']
IPR033709	['Isoleucyl tRNA synthetase type 2, anticodon-binding domain']	1	['ILS1']
IPR003099	['Prephenate dehydrogenase']	1	['TYR1']
IPR012965	['Meiotically up-regulated protein Msb1/Mug8 domain']	1	['MSB1']
IPR033421	['Rit1, DUSP-like domain']	1	['RIT1']
IPR033449	['Rit1, N-terminal domain']	1	['RIT1']
IPR007718	['Srp40, C-terminal']	1	['SRP40']
IPR002767	['Thiamine-binding protein']	1	['ECM15']
IPR040722	['Hit1, C-terminal']	1	['HIT1']
IPR004136	['Nitronate monooxygenase']	1	['[]']
IPR045478	['Exportin-5, C-terminal domain']	1	['MSN5']
IPR008493	['Hikeshi-like, N-terminal domain']	1	['OPI10']
IPR048364	['Hikeshi-like, C-terminal domain']	1	['OPI10']
IPR045336	['MmgE/PrpD, N-terminal']	1	['PDH1']
IPR045337	['MmgE/PrpD, C-terminal']	1	['PDH1']
IPR029482	['Putative peptidase domain, HRXXH']	1	['ZPS1']
IPR031778	['Sortilin, N-terminal']	3	['[]', '[]', '[]']
IPR019448	['NT-type C2 domain']	1	['[]']
IPR004910	['Yippee/Mis18/Cereblon']	1	['MOH1']
IPR019434	['Domain of unknown function DUF2423']	1	['[]']
IPR004013	['PHP domain']	1	['HIS2']
IPR000210	['BTB/POZ domain']	4	['[]', '[]', '[]', '[]']
IPR010619	['Threonine/serine exporter-like, N-terminal domain']	2	['PRM10', '[]']
IPR024528	['Threonine/Serine exporter, ThrE']	1	['PRM10']
IPR031804	['Domain of unknown function DUF4743']	1	['[]']
IPR048300	['TACO1/YebC-like, second and third domains']	1	['[]']
IPR049083	['TACO1/YebC-like, N-terminal domain']	1	['[]']
IPR018838	"[""5'-3' DNA helicase ZGRF1-like, N-terminal domain""]"	1	['[]']
IPR031777	['Sortilin, C-terminal']	2	['[]', '[]']
IPR011234	['Fumarylacetoacetase-like, C-terminal']	1	['FMP41']
IPR001453	['MoaB/Mog domain']	1	['[]']
IPR016040	['NAD(P)-binding domain']	1	['[]']
IPR004104	['Gfo/Idh/MocA-like oxidoreductase, C-terminal']	1	['[]']
IPR025124	['Gag1-like, clamp domain']	1	['[]']
IPR025423	['Domain of unknown function DUF4149']	1	['[]']
IPR013658	['SMP-30/Gluconolactonase/LRE-like region']	1	['[]']
IPR013863	['Vacuolar import/degradation Vid27, C-terminal']	1	['VID27']
IPR040768	['Vid27, PH-like domain']	1	['VID27']
IPR040979	['Vid27, N-terminal']	1	['VID27']
IPR008816	['Glycine zipper 2TM domain']	1	['[]']
IPR029002	['Phospholipase C/D']	1	['[]']
IPR018823	['Putative ER transporter, 6TM, N-terminal']	1	['[]']
IPR049453	['Integral membrane bound transporter domain']	1	['[]']
IPR024624	"[""Pyridoxamine 5'-phosphate oxidase, Alr4036 family, FMN-binding domain""]"	1	['[]']
IPR018946	['PhoD-like phosphatase, metallophosphatase domain']	1	['[]']
IPR043904	['PhoD-like phosphatase']	1	['[]']
IPR041694	['Oxidoreductase, N-terminal domain']	1	['[]']
IPR018812	['Swiss Army Knife RNA repair protein, HAD domain']	1	['[]']
IPR048519	['Gfd2/YDR514C-like, C-terminal domain']	2	['[]', 'GFD2']
IPR025239	['Domain of unknown function DUF4187']	1	['[]']
IPR002925	['Dienelactone hydrolase']	2	['[]', 'AIM2']
IPR039559	['Altered inheritance of mitochondria protein 6, PI-PLC-like catalytic domain']	1	['AIM6']
IPR002733	['AMMECR1 domain']	1	['[]']
IPR028144	['Cysteine-rich transmembrane CYSTM domain']	4	['[]', '[]', '[]', '[]']
IPR018825	['Domain of unknown function DUF2427']	1	['[]']
IPR018827	['Protein YTP1-like, C-terminal']	2	['[]', 'YTP1']
IPR046624	['Secreted protein CSS2, C-terminal domain']	2	['[]', 'CSS2']
IPR024688	['Maltose/galactoside acetyltransferase']	1	['[]']
IPR019447	['DNA/RNA-binding protein Kin17, WH-like domain']	1	['RTS2']
IPR013646	['Obg-like GTPase YGR210-like, G4 motif-containing domain']	1	['[]']
IPR025183	['Domain of unknown function DUF4110']	1	['KEL3']
IPR033118	['EXPERA domain']	1	['[]']
IPR010506	['DMAP1-binding domain']	1	['[]']
IPR037337	['Dip2-like domain']	1	['[]']
IPR007513	['Small EDRK-rich factor-like, N-terminal']	1	['[]']
IPR019327	['WKF domain']	1	['[]']
IPR028012	['Transcription regulator Rua1, C-terminal']	1	['ECM8']
IPR004043	['LCCL domain']	1	['[]']
IPR014770	['Munc13 homology 1']	1	['[]']
IPR014772	['Mammalian uncoordinated homology 13, domain 2']	1	['[]']
IPR018647	['Schlafen group 3-like, DNA/RNA helicase domain']	1	['[]']
IPR041823	['YHR202W-like, N-terminal metallophosphatase domain']	1	['[]']
IPR019180	['Oxidoreductase-like, N-terminal']	1	['[]']
IPR049317	['Cyclin-D1-binding protein 1-like, N-terminal']	1	['[]']
IPR024554	['Domain of unknown function DUF3818, PX-associated']	1	['[]']
IPR024555	['PX-associated domain']	1	['[]']
IPR013899	['Domain of unknown function DUF1771']	1	['[]']
IPR047092	['YDR124W-like, helical bundle domain']	1	['[]']
IPR048462	['YDR124W, N-terminal domain']	1	['[]']
IPR006976	['VanZ-like']	1	['[]']
IPR022535	['Golgi pH regulator, conserved domain']	1	['[]']
IPR025969	['Abscisic acid G-protein coupled receptor-like domain']	1	['[]']
IPR019417	['Domain of unknown function DUF2415']	1	['[]']
IPR018712	['Tle1 phospholipase']	1	['[]']
IPR010896	['Nuclease-associated modular DNA-binding 1']	1	['[]']
IPR009327	['Cupin domain of unknown function DUF985']	1	['[]']
